uniprot_id	gene_symbol	hein2024_component	hein2024_gt_component	itzhak2016_component
Q9Y3B1	PRELID3B	Mitochondrion		
P48147	PREP	Cytosol		
Q4J6C6	PREPL	Mitochondrion	Golgi apparatus	
P49642	PRIM1	Stress granule		
P49643	PRIM2	Cytosol		
Q13131	PRKAA1	Cytosol		
P54646	PRKAA2	Cytosol		
Q9Y478	PRKAB1	Cytosol		
O43741	PRKAB2	Cytosol	Cytosol	
P54619	PRKAG1	Cytosol		
Q9UGJ0	PRKAG2	Cytosol		
P10644	PRKAR1A	Endoplasmic reticulum		
P31321	PRKAR1B	Cytosol		
P17252	PRKCA	Cytosol	Golgi apparatus	
Q05655	PRKCD	Cell membrane		
P41743	PRKCI	Cytoskeleton		
P14314	PRKCSH	Endoplasmic reticulum	Endoplasmic reticulum	
Q05513	PRKCZ	Cytosol	Cytosol	
Q15139	PRKD1	Early endosome		
Q9BZL6	PRKD2	trans-Golgi network		
O94806	PRKD3	Early endosome		
P78527	PRKDC	Nucleus		
Q13976	PRKG1	Cytosol		
O75569	PRKRA	Stress granule		
Q99873	PRMT1	Cytosol	Cytosol	
O14744	PRMT5	Cytosol		
Q96LA8	PRMT6	Cytosol		
Q9NVM4	PRMT7	Cytosol		
Q6P2P2	PRMT9	Cytosol		
P04156	PRNP	Cell membrane	Cell membrane	
Q9UNN8	PROCR	Cell membrane	Cell membrane	
O15091	PRORP	Mitochondrion		Mitochondrion
P07225	PROS1	Endoplasmic reticulum		
Q86WR7	PROSER2	Cell membrane		
Q9UMS4	PRPF19	Nucleus		
O43395	PRPF3	Nucleolus		
Q8WWY3	PRPF31	Nucleus		
Q8NAV1	PRPF38A	Nucleus		
Q5VTL8	PRPF38B	Nucleus		
Q86UA1	PRPF39	Cytosol	Cytosol	
O43172	PRPF4	Nucleus		
O75400	PRPF40A	Nucleus	Nucleus	
O94906	PRPF6	Nucleus		
Q6P2Q9	PRPF8	Nucleus		
P60891	PRPS1	Cytosol		
P11908	PRPS2	Cytosol		
Q14558	PRPSAP1	Cytosol		
O60256	PRPSAP2	Cytosol		
Q96HE9	PRR11	Mitochondrion		
Q9ULL5	PRR12	Nucleus	Nucleus	
Q9BWN1	PRR14	Cytoskeleton	Nucleus	
Q5THK1	PRR14L	Cytosol		
P79522	PRR3	Nucleus	Nucleus	
Q96M27	PRRC1	Golgi apparatus		
P48634	PRRC2A	Stress granule	Stress granule	
Q5JSZ5	PRRC2B	Stress granule		
Q9Y520	PRRC2C	Stress granule	Stress granule	
Q9NRG1	PRTFDC1	Cytosol	Cytosol	
Q86TP1	PRUNE1	Cytosol		
Q9BRX8	PRXL2A	Endoplasmic reticulum		
P07602	PSAP	Lysosome	Lysosome	Lysosome
Q9Y617	PSAT1	Cytosol		
Q9NYI0	PSD3	Cell membrane		
P49768	PSEN1	Early endosome	Cell membrane	
P49810	PSEN2	trans-Golgi network		
O75475	PSIP1	Nucleus	Nucleus	
P25786	PSMA1	Proteasome		Large protein complex
P25787	PSMA2	Proteasome		Large protein complex
P25788	PSMA3	Proteasome		Large protein complex
P25789	PSMA4	Proteasome		Large protein complex
P28066	PSMA5	Proteasome		Large protein complex
P60900	PSMA6	Proteasome		Large protein complex
O14818	PSMA7	Proteasome		Large protein complex
P20618	PSMB1	Proteasome		Large protein complex
P49721	PSMB2	Proteasome		
P49720	PSMB3	Proteasome		Large protein complex
P28070	PSMB4	Proteasome		
P28074	PSMB5	Proteasome		Large protein complex
P28072	PSMB6	Proteasome		Large protein complex
Q99436	PSMB7	Proteasome		
P62191	PSMC1	Proteasome		Large protein complex
P35998	PSMC2	Proteasome		Large protein complex
P17980	PSMC3	Proteasome		
Q9P2W1	PSMC3IP	Nucleus		
P43686	PSMC4	Proteasome		Large protein complex
P62195	PSMC5	Proteasome		Large protein complex
P62333	PSMC6	Proteasome		Large protein complex
Q99460	PSMD1	Proteasome		Large protein complex
O75832	PSMD10	Cytosol		
O00231	PSMD11	Proteasome		Large protein complex
O00232	PSMD12	Proteasome		Large protein complex
Q9UNM6	PSMD13	Proteasome		Large protein complex
O00487	PSMD14	Proteasome		Large protein complex
Q13200	PSMD2	Proteasome		Large protein complex
O43242	PSMD3	Proteasome		Large protein complex
P55036	PSMD4	Proteasome		Large protein complex
Q15008	PSMD6	Proteasome		Large protein complex
P51665	PSMD7	Proteasome		
P48556	PSMD8	Proteasome		Large protein complex
O00233	PSMD9	Cytosol		
Q06323	PSME1	Proteasome		
Q9UL46	PSME2	Proteasome		
P61289	PSME3	Proteasome		
Q9GZU8	PSME3IP1	Proteasome		
Q14997	PSME4	Proteasome		
Q92530	PSMF1	Cytosol		
O95456	PSMG1	Proteasome		
Q969U7	PSMG2	Proteasome		
Q9BT73	PSMG3	Proteasome		
Q5JS54	PSMG4	Proteasome		
Q8WXF1	PSPC1	Nucleus		
P78330	PSPH	Cytosol		
Q9H939	PSTPIP2	Nucleus		
Q7Z6K3	PTAR1	Cytosol	Cytosol	
P26599	PTBP1	Nucleus		
Q9UKA9	PTBP2	Nucleus		
O95758	PTBP3	Nucleus	Stress granule	
O75127	PTCD1	Mitochondrion		
Q8WV60	PTCD2	Mitochondrion		
Q96EY7	PTCD3	Mitochondrion		
P48651	PTDSS1	Endoplasmic reticulum	Endoplasmic reticulum	
Q9BVG9	PTDSS2	Endoplasmic reticulum	Endoplasmic reticulum	
P60484	PTEN	Cytosol		
Q96BW5	PTER	Cytosol	Cytosol	
Q9H7Z7	PTGES2	Mitochondrion		
Q15185	PTGES3	Cytosol		
Q9P2B2	PTGFRN	Cell membrane	Cell membrane	
Q8N8N7	PTGR2	Cytosol	Cytosol	
Q8N4Q0	PTGR3	Mitochondrion		
Q13308	PTK7	Cell membrane		
P06454	PTMA	Cytosol		
P20962	PTMS	Cytosol		
Q86YD1	PTOV1	14-3-3 scaffold		
Q93096	PTP4A1	Cell membrane	Cell membrane	
Q12974	PTP4A2	Cell membrane		
Q15257	PTPA	Cytosol		
A2A3K4	PTPDC1	Cytosol		
Q8WUK0	PTPMT1	Mitochondrion		
P18031	PTPN1	Endoplasmic reticulum	Endoplasmic reticulum	
Q06124	PTPN11	Cell membrane		
Q05209	PTPN12	Nucleus		
Q12923	PTPN13	Cell membrane		
P17706	PTPN2	Endoplasmic reticulum		
Q9H3S7	PTPN23	Cytosol		
P26045	PTPN3	14-3-3 scaffold		
P43378	PTPN9	Early endosome		
P18433	PTPRA	Cell membrane		
P10586	PTPRF	Cell membrane	Cell membrane	
P23470	PTPRG	Cell membrane		
Q12913	PTPRJ	Recycling endosome	Cell membrane	Cell membrane
Q15262	PTPRK	Cell membrane	Cell membrane	Cell membrane
Q13332	PTPRS	Cell membrane	Cell membrane	
Q92729	PTPRU	Cell membrane		
Q86Y79	PTRH1	Nucleus		
Q9Y3E5	PTRH2	Endoplasmic reticulum		
Q6GMV3	PTRHD1	Mitochondrion		
Q03393	PTS	Cytosol		
P53801	PTTG1IP	Mitochondrion		
Q08623	PUDP	Cytosol		
Q9UHX1	PUF60	Nucleus		
Q14671	PUM1	Stress granule	Stress granule	
Q8TB72	PUM2	Stress granule	Stress granule	
Q15397	PUM3	Nucleolus		
Q00577	PURA	Stress granule	Stress granule	
Q96QR8	PURB	Stress granule		
Q9Y606	PUS1	Mitochondrion		
Q3MIT2	PUS10	Cytosol		
Q9BZE2	PUS3	Cytosol	Cytosol	
Q96PZ0	PUS7	Cytosol		
Q9H0K6	PUS7L	Cytosol		
Q8N0Z8	PUSL1	Mitochondrion		
P15151	PVR	Cell membrane	Cell membrane	Cell membrane
Q13610	PWP1	Nucleus		
Q15269	PWP2	Nucleus		
Q96N64	PWWP2A	Nucleus	Nucleus	
Q92626	PXDN	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q7Z7A4	PXK	Early endosome		
Q9NR77	PXMP2	Peroxisome	Peroxisome	
P49023	PXN	Cytosol		
Q8TE99	PXYLP1	Golgi apparatus		
P32322	PYCR1	Mitochondrion		Mitochondrion
Q96C36	PYCR2	Mitochondrion		
Q53H96	PYCR3	Cytosol		
P11216	PYGB	Cytosol		Large protein complex
P06737	PYGL	Cytosol		Large protein complex
Q9BRQ0	PYGO2	Cytosol		
Q9BRP8	PYM1	Stress granule		
Q8WU10	PYROXD1	Cytosol		
P47897	QARS1	Endoplasmic reticulum		
P09417	QDPR	Mitochondrion		
Q96PU8	QKI	Nucleus	Nucleus	
Q5T6V5	QNG1	Cytosol		
Q9NXS2	QPCTL	Endoplasmic reticulum		
Q15274	QPRT	Cytosol		
Q9H0R6	QRSL1	Mitochondrion		
Q2KHR3	QSER1	Nucleus		
Q6ZRP7	QSOX2	Golgi apparatus	Golgi apparatus	
Q9BXR0	QTRT1	Mitochondrion		
Q9H974	QTRT2	Mitochondrion		
Q9Y3T6	R3HCC1	Cytosol		
Q15032	R3HDM1	Stress granule		
Q9Y2K5	R3HDM2	14-3-3 scaffold		
Q96D70	R3HDM4	Cytosol		
P61026	RAB10	Cell membrane		
Q15907	RAB11B	Recycling endosome		Endosome
Q6WKZ4	RAB11FIP1	Recycling endosome		Endosome
Q7L804	RAB11FIP2	Recycling endosome		
Q9BXF6	RAB11FIP5	Recycling endosome		Endosome
Q6IQ22	RAB12	Cell membrane		
P51153	RAB13	Cell membrane	Cell membrane	
P61106	RAB14	Early endosome		Endosome
Q9NP72	RAB18	Endoplasmic reticulum-Golgi intermediate compartment		
P62820	RAB1A	Golgi apparatus	Endoplasmic reticulum-Golgi intermediate compartment	
Q9H0U4	RAB1B	Golgi apparatus	Endoplasmic reticulum-Golgi intermediate compartment	
Q9UL25	RAB21	Early endosome		
Q9UL26	RAB22A	Cell membrane		
Q9ULC3	RAB23	Cell membrane	Cell membrane	
Q969Q5	RAB24	Endoplasmic reticulum		
P51157	RAB28	Cytosol	Cytosol	
O14966	RAB29	trans-Golgi network		
P61019	RAB2A	Golgi apparatus		Endoplasmic reticulum-Golgi intermediate compartment
Q8WUD1	RAB2B	trans-Golgi network		Endoplasmic reticulum-Golgi intermediate compartment
Q15771	RAB30	Golgi apparatus		
Q13636	RAB31	Early endosome		
Q13637	RAB32	Recycling endosome		
Q9H082	RAB33B	trans-Golgi network		
Q9BZG1	RAB34	Cell membrane		
Q15286	RAB35	Cell membrane	Cell membrane	
Q14964	RAB39A	Lysosome		
Q96DA2	RAB39B	trans-Golgi network		
P20336	RAB3A	Golgi apparatus		
P20337	RAB3B	Endoplasmic reticulum-Golgi intermediate compartment		
O95716	RAB3D	Endoplasmic reticulum		
Q15042	RAB3GAP1	Endoplasmic reticulum-Golgi intermediate compartment		
Q9H2M9	RAB3GAP2	Endoplasmic reticulum-Golgi intermediate compartment		
Q8TBN0	RAB3IL1	Cytosol		
Q96QF0	RAB3IP	Cytosol		
Q86YS6	RAB43	trans-Golgi network		
P20338	RAB4A	Early endosome		Endosome
P61018	RAB4B	Early endosome		
P20339	RAB5A	Early endosome		
P61020	RAB5B	Early endosome		
P51148	RAB5C	Early endosome		
P20340	RAB6A	Golgi apparatus	Cell membrane	
Q9NRW1	RAB6B	trans-Golgi network		
P51149	RAB7A	Early endosome		
P61006	RAB8A	Early endosome		
Q92930	RAB8B	Cell membrane		
P51151	RAB9A	Early endosome		Endosome
Q9NP90	RAB9B	Lysosome		
Q9UI14	RABAC1	Golgi apparatus		
Q15276	RABEP1	Cytosol		
Q9H5N1	RABEP2	Cytosol		
Q7Z6M1	RABEPK	Cytosol		
Q9Y3P9	RABGAP1	Cytosol		
Q5R372	RABGAP1L	Cytosol		
Q9UJ41	RABGEF1	Early endosome		
Q92696	RABGGTA	Cytosol	Cytosol	
P53611	RABGGTB	Cytosol		
P47224	RABIF	Cytosol		
Q9UNT1	RABL2B	Cytosol	Cytosol	
Q5HYI8	RABL3	Endoplasmic reticulum-Golgi intermediate compartment		
P63000	RAC1	Cell membrane	Cell membrane	
P60763	RAC3	Cytoskeleton		
Q9H0H5	RACGAP1	14-3-3 scaffold		
P63244	RACK1	Translation		
O60671	RAD1	Cytosol		
Q9NS91	RAD18	Nucleus		
O60216	RAD21	Nucleus		
P54725	RAD23A	Proteasome		
P54727	RAD23B	Proteasome		
Q92878	RAD50	Nucleus		
Q06609	RAD51	Nucleus		
Q96B01	RAD51AP1	Nucleus		
O15315	RAD51B	Cytosol		
O43502	RAD51C	Nucleus		
O75771	RAD51D	Cytosol		
Q9Y4B4	RAD54L2	Nucleus		
Q99638	RAD9A	Cytosol		
Q96JH8	RADIL	Cell membrane		
Q6NSI4	RADX	Cytosol		
P78406	RAE1	Endoplasmic reticulum		
P04049	RAF1	14-3-3 scaffold		
Q7Z5J4	RAI1	Nucleus	Nucleus	
Q9P0K7	RAI14	Cell membrane		Actin binding proteins
P11233	RALA	Cell membrane	Cell membrane	
P11234	RALB	Cell membrane	Cell membrane	
Q15311	RALBP1	Cytoskeleton		
Q6GYQ0	RALGAPA1	Recycling endosome		
Q2PPJ7	RALGAPA2	Recycling endosome		
Q86X10	RALGAPB	Recycling endosome		
Q86X27	RALGPS2	14-3-3 scaffold		
Q9UKM9	RALY	Nucleus		
P62826	RAN	Cytosol		
P43487	RANBP1	Cytosol		
Q6VN20	RANBP10	Cytosol		
P49792	RANBP2	Endoplasmic reticulum		Nuclear pore complex
Q9H6Z4	RANBP3	Cytosol		
O60518	RANBP6	Mitochondrion		
Q96S59	RANBP9	Cytosol		
P46060	RANGAP1	Endoplasmic reticulum		
Q9HD47	RANGRF	Cytosol		
P62834	RAP1A	Cell membrane	Cell membrane	
P61224	RAP1B	Cell membrane	Cell membrane	
P52306	RAP1GDS1	Cytosol	Cytosol	
P10114	RAP2A	Cell membrane		
P61225	RAP2B	Cell membrane	Cell membrane	
Q9Y3L5	RAP2C	Cell membrane	Cell membrane	
Q13905	RAPGEF1	Cytosol		
Q8TEU7	RAPGEF6	Cytosol		
Q70E73	RAPH1	Cell membrane		
Q5T160	RARS2	Mitochondrion		
P20936	RASA1	Cytosol		
Q15283	RASA2	Cell membrane		
Q14644	RASA3	Cell membrane		
C9J798	RASA4B	Nucleus		
Q9UJF2	RASAL2	14-3-3 scaffold		
P50749	RASSF2	Cytosol		
Q02833	RASSF7	14-3-3 scaffold		
Q8NHQ8	RASSF8	Cell membrane		
Q8IY67	RAVER1	Nucleus		
P06400	RB1	Nucleus		
Q8TDY2	RB1CC1	Endoplasmic reticulum		
Q9NYW8	RBAK	Nucleus		
Q09028	RBBP4	Nucleus		
Q15291	RBBP5	Nucleus		
Q7Z6E9	RBBP6	Nucleolus		
Q16576	RBBP7	Nucleus		
Q99708	RBBP8	Nucleus	Nucleus	
O75884	RBBP9	Cytosol		
Q8N0V3	RBFA	Mitochondrion		
O43251	RBFOX2	Stress granule		
Q8N0T1	RBIS	Cytosol		
Q9H477	RBKS	Cytosol	Cytosol	
P28749	RBL1	Nucleus		
Q08999	RBL2	Cytoskeleton		
Q8IXT5	RBM12B	Nucleus		
Q96PK6	RBM14	Nucleus		
Q96T37	RBM15	Nucleus		
Q8NDT2	RBM15B	Nucleolus	Nucleus	
Q96I25	RBM17	Nucleus		
Q96H35	RBM18	Nucleus		
Q9Y4C8	RBM19	Nucleolus		
Q9NW64	RBM22	Nucleus		
Q86U06	RBM23	Nucleus		
P49756	RBM25	Nucleolus		
Q5T8P6	RBM26	Nucleus		
Q9P2N5	RBM27	Translation		
Q9NW13	RBM28	Nucleolus		
P98179	RBM3	Nucleus		
Q96EV2	RBM33	Translation		
P42696	RBM34	Nucleolus		
Q9BWF3	RBM4	Nucleus		
Q96IZ5	RBM41	Cytosol		
Q9BTD8	RBM42	Nucleus		
Q8IUH3	RBM45	Nucleus	Nucleus	
A0AV96	RBM47	Stress granule		
Q9BQ04	RBM4B	Nucleus		
P52756	RBM5	Nucleus		
P78332	RBM6	Translation		
Q9Y580	RBM7	Nucleus		
Q9Y5S9	RBM8A	Nucleus		
P29558	RBMS1	Stress granule	Stress granule	
Q15434	RBMS2	Stress granule	Stress granule	
P38159	RBMX	Nucleus		
Q9Y388	RBMX2	Nucleus		
Q96E39	RBMXL1	Nucleus		
P09455	RBP1	Cytosol		
Q06330	RBPJ	Nucleus		
Q6ZRY4	RBPMS2	Nucleus		
Q9H1K0	RBSN	Early endosome		
Q5TC82	RC3H1	Stress granule		
Q9HBD1	RC3H2	Stress granule		
P53805	RCAN1	Cytosol		
P18754	RCC1	Nucleus		
Q96I51	RCC1L	Mitochondrion		
A6NED2	RCCD1	Cytosol	Cytosol	
Q9Y256	RCE1	Endoplasmic reticulum	Endoplasmic reticulum	
Q96PM5	RCHY1	Cytosol	Cytosol	
Q9Y2P8	RCL1	Nucleolus		
Q15293	RCN1	Endoplasmic reticulum	Endoplasmic reticulum	
Q14257	RCN2	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q9UKL0	RCOR1	Nucleus		
Q8IZ40	RCOR2	Nucleus		
Q9P2K3	RCOR3	Nucleus		
Q8IZV5	RDH10	Endoplasmic reticulum	Endoplasmic reticulum	
Q8TC12	RDH11	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q8NBN7	RDH13	Mitochondrion		
Q9HBH5	RDH14	Endoplasmic reticulum		
P35241	RDX	Cell membrane		
P46063	RECQL	Nucleus		
O94761	RECQL4	Nucleus		
O94762	RECQL5	Nucleolus		
Q6NUK4	REEP3	Endoplasmic reticulum		Endoplasmic reticulum membrane
Q9H6H4	REEP4	Endoplasmic reticulum		Endoplasmic reticulum membrane
Q00765	REEP5	Endoplasmic reticulum		Endoplasmic reticulum membrane
Q96HR9	REEP6	Endoplasmic reticulum		Endoplasmic reticulum membrane
Q04206	RELA	Cytoskeleton		
Q9P260	RELCH	Cytosol		
Q8IUW5	RELL1	Cell membrane		
P51606	RENBP	Cytosol		
Q96D71	REPS1	Cytoskeleton		
O15258	RER1	Endoplasmic reticulum-Golgi intermediate compartment		Endoplasmic reticulum-Golgi intermediate compartment
Q9HCM1	RESF1	Nucleus	Nucleus	
Q13127	REST	Nucleus	Nucleus	
Q9H6L5	RETREG1	Endoplasmic reticulum		
Q8NC44	RETREG2	Endoplasmic reticulum		
Q86VR2	RETREG3	Endoplasmic reticulum		
Q6NUM9	RETSAT	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
O60673	REV3L	Nucleus		
Q96EN9	REX1BD	Cytosol		
Q8N1G1	REXO1	Nucleus	Nucleus	
Q9Y3B8	REXO2	Mitochondrion		
Q9GZR2	REXO4	Nucleolus		
P35251	RFC1	Nucleus		
P40938	RFC3	Nucleus		Large protein complex
P35249	RFC4	Nucleus		Large protein complex
P40937	RFC5	Nucleus		Large protein complex
Q969G6	RFK	Cytosol		
Q8N5W9	RFLNB	Cytoskeleton		
Q9Y644	RFNG	Golgi apparatus		
Q96AA3	RFT1	Endoplasmic reticulum	Endoplasmic reticulum	
Q14699	RFTN1	Stress granule		
Q6PCD5	RFWD3	Nucleus		
P22670	RFX1	Nucleus		
P48380	RFX3	Nucleus		
P48382	RFX5	Nucleus		
Q2KHR2	RFX7	14-3-3 scaffold	Nucleus	
O00287	RFXAP	Nucleus		
Q92546	RGP1	Cytosol		
A6NKT7	RGPD3	Endoplasmic reticulum		
Q7Z3J3	RGPD4	Nucleus		
Q99666	RGPD5; RGPD6	Endoplasmic reticulum		
O43665	RGS10	Cytosol		
P49795	RGS19	Cell membrane		
Q8TEB9	RHBDD1	Endoplasmic reticulum		
Q6NTF9	RHBDD2	Golgi apparatus		
Q6PJF5	RHBDF2	Cell membrane	Cell membrane	
Q15382	RHEB	Cytosol		
P61586	RHOA	Cell membrane		
O94955	RHOBTB3	Cell membrane		
P08134	RHOC	Cytosol		
Q9HBH0	RHOF	Cell membrane	Cell membrane	
P84095	RHOG	Cell membrane		
P17081	RHOQ	Cell membrane		
Q8IXI2	RHOT1	Mitochondrion		Mitochondrion
Q8IXI1	RHOT2	Mitochondrion		Mitochondrion
Q9NPQ8	RIC8A	Cytosol		
Q9NVN3	RIC8B	Cytosol		
Q6R327	RICTOR	14-3-3 scaffold		
P52758	RIDA	Mitochondrion		
Q5UIP0	RIF1	Nucleus		
Q5EBL4	RILPL1	Cytosol		
Q9ULI2	RIMKLB	Cytosol	Cytosol	
A6NDU8	RIMOC1	Cytosol		
Q06587	RING1	Nucleus		
Q6NUQ1	RINT1	Endoplasmic reticulum	Endoplasmic reticulum	
Q9BRS2	RIOK1	Nucleus		
Q9BVS4	RIOK2	Nucleus		
O14730	RIOK3	Cytosol		
Q8IUF8	RIOX2	Nucleus		
O43353	RIPK2	Cytosol		
Q6ZS17	RIPOR1	Cytosol		
Q13129	RLF	Nucleus	Nucleus	
Q8N999	RLIG1	Stress granule		
Q96DM3	RMC1	Lysosome		
Q96DB5	RMDN1	Mitochondrion		
Q96TC7	RMDN3	Mitochondrion		
Q9H9A7	RMI1	Nucleus		
Q96E14	RMI2	Nucleus		
Q9NWS8	RMND1	Mitochondrion		
Q9H871	RMND5A	Cytosol		
O00584	RNASET2	Lysosome	Lysosome	
Q8N5U6	RNF10	Translation		
O15541	RNF113A	Cytosol		
Q9Y508	RNF114	Cytosol		
Q9Y4L5	RNF115	Proteasome	Cytosol	
Q9H920	RNF121	Golgi apparatus		
Q5XPI4	RNF123	Cytosol	Cytosol	
Q9BV68	RNF126	Early endosome		
O43567	RNF13	Lysosome		
Q86XS8	RNF130	Cell membrane		
Q8WU17	RNF139	Endoplasmic reticulum		
Q9UBS8	RNF14	Cytosol		
Q8WVD5	RNF141	Cytosol	Cytosol	
Q8NC42	RNF149	Cell membrane		
Q9H6Y7	RNF167	Lysosome		
Q8IYW5	RNF168	Nucleus		
Q8NCN4	RNF169	Nucleus		
Q96K19	RNF170	Endoplasmic reticulum		
Q9P0P0	RNF181	Proteasome		
Q5TA31	RNF187	Cytosol	Cytosol	
Q99496	RNF2	Nucleus		
Q63HN8	RNF213	Centrosome		
Q8ND24	RNF214	Cytosol		
Q9NWF9	RNF216	Cytosol		
Q5VTB9	RNF220	Nucleus		
Q96EP0	RNF31	Cytosol		
Q969K3	RNF34	Cytosol	Cytosol	
Q99942	RNF5	Endoplasmic reticulum		
Q9UBF6	RNF7	Cytosol		
Q5M7Z0	RNFT1	Golgi apparatus		
O60942	RNGTT	Nucleus		
P13489	RNH1	Cytosol		
O43148	RNMT	Cytosol		
Q96LT9	RNPC3	Translation	Nucleus	
Q9H4A4	RNPEP	Cytosol		
Q15287	RNPS1	Nucleus		
Q9Y6N7	ROBO1	Cell membrane	Cell membrane	
Q9HCK4	ROBO2	Cell membrane		
Q13464	ROCK1	Cell membrane		
O75116	ROCK2	Cytoskeleton		
Q9GZN7	ROGDI	Early endosome		
P60602	ROMO1	Mitochondrion		
O75695	RP2	Cell membrane	Cell membrane	
Q8TA86	RP9	Nucleus		
P27694	RPA1	Nucleus		
P15927	RPA2	Endoplasmic reticulum		
Q86UA6	RPAIN	Cytosol		
Q9BWH6	RPAP1	Cytosol	Cytosol	
Q9H6T3	RPAP3	Stress granule		
Q96AT9	RPE	Cytosol		
Q9H9Y2	RPF1	Nucleolus		
Q9H7B2	RPF2	Nucleolus		
Q92834	RPGR	Cytosol	Cytosol	
P49247	RPIA	Translation		
P27635	RPL10	Translation	Ribosome	
P62906	RPL10A	Translation	Ribosome	Large protein complex
P62913	RPL11	Translation	Ribosome	Large protein complex
P30050	RPL12	Translation	Ribosome	Large protein complex
P26373	RPL13	Translation	Ribosome	Large protein complex
P40429	RPL13A	Translation	Ribosome	
P50914	RPL14	Translation	Ribosome	Large protein complex
P61313	RPL15	Translation	Ribosome	Large protein complex
P18621	RPL17	Translation	Ribosome	Large protein complex
Q07020	RPL18	Translation	Ribosome	Large protein complex
Q02543	RPL18A	Translation	Ribosome	Large protein complex
P84098	RPL19	Translation	Ribosome	Large protein complex
P46778	RPL21	Translation	Ribosome	Large protein complex
P35268	RPL22	Translation	Ribosome	
Q6P5R6	RPL22L1	Nucleus	Ribosome	
P62829	RPL23	Translation	Ribosome	Large protein complex
P62750	RPL23A	Translation	Ribosome	Large protein complex
P83731	RPL24	Translation	Ribosome	Large protein complex
P61254	RPL26	Translation	Ribosome	
Q9UNX3	RPL26L1	Translation	Ribosome	
P61353	RPL27	Translation	Ribosome	Large protein complex
P46776	RPL27A	Translation	Ribosome	Large protein complex
P46779	RPL28	Translation	Ribosome	Large protein complex
P47914	RPL29	Translation	Ribosome	Large protein complex
P39023	RPL3	Translation	Ribosome	Large protein complex
P62888	RPL30	Translation	Ribosome	Large protein complex
P62899	RPL31	Translation	Ribosome	Large protein complex
P62910	RPL32	Translation	Ribosome	Large protein complex
P49207	RPL34	Translation	Ribosome	
P42766	RPL35	Translation	Ribosome	Large protein complex
P18077	RPL35A	Translation	Ribosome	Large protein complex
Q9Y3U8	RPL36	Translation	Ribosome	Large protein complex
P83881	RPL36A	Translation	Ribosome	
Q969Q0	RPL36AL	Translation	Ribosome	
P61513	RPL37A	Translation	Ribosome	Large protein complex
P63173	RPL38	Translation	Ribosome	
P36578	RPL4	Translation	Ribosome	Large protein complex
P46777	RPL5	Translation	Ribosome	Large protein complex
Q02878	RPL6	Translation	Ribosome	Large protein complex
P18124	RPL7	Translation	Ribosome	Large protein complex
P62424	RPL7A	Translation	Ribosome	Large protein complex
Q6DKI1	RPL7L1	Translation	Ribosome	
P62917	RPL8	Translation	Ribosome	Large protein complex
P32969	RPL9; RPL9P7; RPL9P8; RPL9P9	Translation		Large protein complex
P05388	RPLP0	Translation		Large protein complex
P05386	RPLP1	Translation		
P05387	RPLP2	Translation		Large protein complex
P04843	RPN1	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
P04844	RPN2	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
O95059	RPP14	Cytosol		
Q9BUL9	RPP25	Translation		
Q8N5L8	RPP25L	Stress granule		
P78346	RPP30	Nucleus		
O75818	RPP40	Translation		
Q5VT52	RPRD2	Nucleus		
P46783	RPS10	Translation	Ribosome	
P62280	RPS11	Translation	Ribosome	Large protein complex
P25398	RPS12	Translation	Ribosome	Large protein complex
P62277	RPS13	Translation	Ribosome	Large protein complex
P62263	RPS14	Translation	Ribosome	Large protein complex
P62841	RPS15	Stress granule	Ribosome	Large protein complex
P62244	RPS15A	Translation	Ribosome	
P62249	RPS16	Translation	Ribosome	Large protein complex
P08708	RPS17	Translation	Ribosome	Large protein complex
P62269	RPS18	Translation	Ribosome	Large protein complex
P39019	RPS19	Translation	Ribosome	Large protein complex
Q86WX3	RPS19BP1	Nucleolus	Ribosome	
P15880	RPS2	Translation	Ribosome	Large protein complex
P60866	RPS20	Stress granule	Ribosome	Large protein complex
P63220	RPS21	Translation	Ribosome	Large protein complex
P62266	RPS23	Translation	Ribosome	Large protein complex
P62847	RPS24	Translation	Ribosome	Large protein complex
P62851	RPS25	Translation	Ribosome	Large protein complex
Q5JNZ5	RPS26P11	Stress granule		
P42677	RPS27	Translation	Ribosome	
P62979	RPS27A	Translation	Ribosome	
Q71UM5	RPS27L	Translation	Ribosome	Large protein complex
P62857	RPS28	Translation	Ribosome	Large protein complex
P62273	RPS29	Translation	Ribosome	
P23396	RPS3	Translation	Ribosome	Large protein complex
P61247	RPS3A	Translation	Ribosome	Large protein complex
P62701	RPS4X	Stress granule		
P46782	RPS5	Translation	Ribosome	Large protein complex
P62753	RPS6	Stress granule	Ribosome	Large protein complex
Q15418	RPS6KA1	Cytosol		
P51812	RPS6KA3	Cytosol		
O75582	RPS6KA5	Cytosol		
P23443	RPS6KB1	Cytosol		
Q9UBS0	RPS6KB2	Cytosol		
Q96S38	RPS6KC1	Early endosome		
P62081	RPS7	Translation	Ribosome	Large protein complex
P62241	RPS8	Translation	Ribosome	Large protein complex
